state_abbr,state,year,yearend,topic,question,value,datavaluetype,datavalueunit,group_type,group
KS,Kansas,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",1437.0,Number,Number,Sex,Female
IN,Indiana,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",50.9,Crude Rate,"cases per 100,000",Race/Ethnicity,Hispanic
MD,Maryland,2020,2020,Diabetes,Diabetes among adults,11.1,Crude Prevalence,%,Overall,Overall
KY,Kentucky,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",206.0,Number,Number,Age,Age 0-44
IL,Illinois,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",508.5,Crude Rate,"cases per 100,000",Age,Age >=65
ME,Maine,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",1453.0,Number,Number,Race/Ethnicity,"White, non-Hispanic"
ID,Idaho,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",141.0,Number,Number,Race/Ethnicity,Hispanic
KY,Kentucky,2020,2020,Diabetes,Diabetes among adults,12.4,Age-adjusted Prevalence,%,Sex,Male
ME,Maine,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",1.8,Crude Rate,"cases per 100,000",Race/Ethnicity,"White, non-Hispanic"
MA,Massachusetts,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",42.0,Number,Number,Sex,Female
MA,Massachusetts,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",481.0,Number,Number,Race/Ethnicity,"Black, non-Hispanic"
LA,Louisiana,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",170.6,Crude Rate,"cases per 100,000",Race/Ethnicity,"Black, non-Hispanic"
KS,Kansas,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",2.3,Age-adjusted Rate,"cases per 100,000",Overall,Overall
KY,Kentucky,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",4494.0,Number,Number,Sex,Male
KY,Kentucky,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",66.5,Age-adjusted Rate,"cases per 100,000",Race/Ethnicity,Hispanic
ID,Idaho,2020,2020,Diabetes,Diabetes among adults,7.2,Age-adjusted Prevalence,%,Race/Ethnicity,"White, non-Hispanic"
KY,Kentucky,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",84.0,Number,Number,Sex,Female
KS,Kansas,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",179.4,Age-adjusted Rate,"cases per 100,000",Race/Ethnicity,"Black, non-Hispanic"
MD,Maryland,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",86.3,Age-adjusted Rate,"cases per 100,000",Sex,Female
MA,Massachusetts,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",107.0,Number,Number,Age,Age 0-44
IA,Iowa,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",84.0,Number,Number,Age,Age 0-44
IN,Indiana,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",216.0,Number,Number,Age,Age 0-44
IL,Illinois,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",1.5,Age-adjusted Rate,"cases per 100,000",Race/Ethnicity,"White, non-Hispanic"
IA,Iowa,2020,2020,Diabetes,Diabetes among adults,8.5,Crude Prevalence,%,Race/Ethnicity,Hispanic
IA,Iowa,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",108.6,Age-adjusted Rate,"cases per 100,000",Overall,Overall
ME,Maine,2020,2020,Diabetes,Diabetes among adults,10.4,Crude Prevalence,%,Overall,Overall
MA,Massachusetts,2020,2020,Diabetes,Gestational diabetes among women with a recent live birth,9.9,Crude Prevalence,%,Race/Ethnicity,"White, non-Hispanic"
IA,Iowa,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",141.9,Age-adjusted Rate,"cases per 100,000",Sex,Male
MD,Maryland,2020,2020,Diabetes,Diabetes among adults,7.9,Age-adjusted Prevalence,%,Race/Ethnicity,"White, non-Hispanic"
MD,Maryland,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",2.4,Age-adjusted Rate,"cases per 100,000",Sex,Female
ID,Idaho,2020,2020,Diabetes,Diabetes among adults,16.1,Age-adjusted Prevalence,%,Race/Ethnicity,Hispanic
LA,Louisiana,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",46.0,Number,Number,Sex,Female
ID,Idaho,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",20.0,Number,Number,Sex,Male
HI,Hawaii,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",957.0,Number,Number,Age,Age >=65
HI,Hawaii,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",37.5,Age-adjusted Rate,"cases per 100,000",Race/Ethnicity,"White, non-Hispanic"
MD,Maryland,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",101.0,Number,Number,Race/Ethnicity,"Black, non-Hispanic"
MD,Maryland,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",609.1,Crude Rate,"cases per 100,000",Age,Age >=65
MD,Maryland,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",5.1,Age-adjusted Rate,"cases per 100,000",Race/Ethnicity,"Black, non-Hispanic"
IA,Iowa,2020,2020,Diabetes,Diabetes among adults,12.5,Crude Prevalence,%,Age,Age 45-64
MA,Massachusetts,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",81.4,Age-adjusted Rate,"cases per 100,000",Sex,Male
ME,Maine,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",51.5,Age-adjusted Rate,"cases per 100,000",Sex,Female
KS,Kansas,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",94.7,Crude Rate,"cases per 100,000",Age,Age 45-64
ID,Idaho,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",4.1,Crude Rate,"cases per 100,000",Age,Age 0-44
LA,Louisiana,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",578.2,Crude Rate,"cases per 100,000",Age,Age >=65
LA,Louisiana,2020,2020,Diabetes,Diabetes among adults,10.5,Age-adjusted Prevalence,%,Race/Ethnicity,"White, non-Hispanic"
LA,Louisiana,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",22.0,Number,Number,Age,Age >=65
KY,Kentucky,2020,2020,Diabetes,Diabetes among adults,4.9,Crude Prevalence,%,Age,Age 18-44
HI,Hawaii,2020,2020,Diabetes,Diabetes among adults,8.7,Crude Prevalence,%,Race/Ethnicity,"Multiracial, non-Hispanic"
KS,Kansas,2020,2020,Diabetes,Diabetes among adults,11.8,Age-adjusted Prevalence,%,Race/Ethnicity,Hispanic
HI,Hawaii,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",45.9,Age-adjusted Rate,"cases per 100,000",Sex,Female
KS,Kansas,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",54.0,Crude Rate,"cases per 100,000",Race/Ethnicity,"Multiracial, non-Hispanic"
IN,Indiana,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",147.5,Crude Rate,"cases per 100,000",Sex,Male
KY,Kentucky,2020,2020,Diabetes,Diabetes among adults,11.2,Age-adjusted Prevalence,%,Race/Ethnicity,"White, non-Hispanic"
IA,Iowa,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",3.1,Crude Rate,"cases per 100,000",Age,Age 45-64
KS,Kansas,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",2.9,Crude Rate,"cases per 100,000",Sex,Male
MA,Massachusetts,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",77.0,Number,Number,Sex,Male
IN,Indiana,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",2.2,Age-adjusted Rate,"cases per 100,000",Sex,Female
MA,Massachusetts,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",448.0,Number,Number,Race/Ethnicity,Hispanic
KY,Kentucky,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",7387.0,Number,Number,Race/Ethnicity,"White, non-Hispanic"
MA,Massachusetts,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",1.4,Age-adjusted Rate,"cases per 100,000",Race/Ethnicity,"White, non-Hispanic"
KY,Kentucky,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",29.0,Number,Number,Age,Age 0-44
KY,Kentucky,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",4.4,Age-adjusted Rate,"cases per 100,000",Sex,Male
IL,Illinois,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",2.4,Age-adjusted Rate,"cases per 100,000",Sex,Male
HI,Hawaii,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",278.0,Number,Number,Age,Age 45-64
ME,Maine,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",1208.0,Number,Number,Age,Age >=65
HI,Hawaii,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",108.8,Age-adjusted Rate,"cases per 100,000",Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic"
LA,Louisiana,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",2.1,Age-adjusted Rate,"cases per 100,000",Overall,Overall
IA,Iowa,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",103.8,Crude Rate,"cases per 100,000",Age,Age 45-64
ME,Maine,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",269.0,Number,Number,Age,Age 45-64
IL,Illinois,2020,2020,Diabetes,Diabetes among adults,15.6,Crude Prevalence,%,Age,Age 45-64
IA,Iowa,2020,2020,Diabetes,Diabetes among adults,9.7,Crude Prevalence,%,Overall,Overall
MD,Maryland,2020,2020,Diabetes,Diabetes among adults,6.6,Crude Prevalence,%,Race/Ethnicity,Hispanic
MD,Maryland,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",4300.0,Number,Number,Race/Ethnicity,"White, non-Hispanic"
HI,Hawaii,2020,2020,Diabetes,Diabetes among adults,8.6,Age-adjusted Prevalence,%,Sex,Female
IL,Illinois,2020,2020,Diabetes,Gestational diabetes among women with a recent live birth,26.9,Crude Prevalence,%,Race/Ethnicity,"Asian, non-Hispanic"
ID,Idaho,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",95.9,Crude Rate,"cases per 100,000",Sex,Female
MD,Maryland,2020,2020,Diabetes,Gestational diabetes among women with a recent live birth,14.3,Crude Prevalence,%,Race/Ethnicity,Hispanic
IL,Illinois,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",48.0,Number,Number,Race/Ethnicity,"Multiracial, non-Hispanic"
KS,Kansas,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",1.2,Crude Rate,"cases per 100,000",Age,Age 0-44
MA,Massachusetts,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",1.7,Crude Rate,"cases per 100,000",Race/Ethnicity,"White, non-Hispanic"
MD,Maryland,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",66.1,Crude Rate,"cases per 100,000",Race/Ethnicity,"Asian, non-Hispanic"
KS,Kansas,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",79.0,Number,Number,Age,Age 0-44
IA,Iowa,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",24.0,Number,Number,Age,Age 45-64
IA,Iowa,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",39.0,Number,Number,Age,Age >=65
IL,Illinois,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",3.3,Crude Rate,"cases per 100,000",Age,Age 45-64
LA,Louisiana,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",43.0,Number,Number,Age,Age 45-64
LA,Louisiana,2020,2020,Diabetes,Diabetes among adults,12.8,Age-adjusted Prevalence,%,Sex,Male
ME,Maine,2020,2020,Diabetes,Gestational diabetes among women with a recent live birth,11.6,Crude Prevalence,%,Race/Ethnicity,"Black, non-Hispanic"
ID,Idaho,2020,2020,Diabetes,Diabetes among adults,10.0,Crude Prevalence,%,Sex,Male
KS,Kansas,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",4.1,Crude Rate,"cases per 100,000",Age,Age >=65
MD,Maryland,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",2.8,Age-adjusted Rate,"cases per 100,000",Overall,Overall
LA,Louisiana,2020,2020,Diabetes,Diabetes among adults,18.0,Age-adjusted Prevalence,%,Race/Ethnicity,"Multiracial, non-Hispanic"
LA,Louisiana,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",104.0,Number,Number,Race/Ethnicity,Hispanic
LA,Louisiana,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",4416.0,Number,Number,Age,Age >=65
KS,Kansas,2020,2020,Diabetes,Diabetes among adults,9.1,Age-adjusted Prevalence,%,Race/Ethnicity,"White, non-Hispanic"
KS,Kansas,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",114.3,Crude Rate,"cases per 100,000",Overall,Overall
IN,Indiana,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",3.5,Crude Rate,"cases per 100,000",Sex,Male
IA,Iowa,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",3.4,Age-adjusted Rate,"cases per 100,000",Sex,Male
MA,Massachusetts,2020,2020,Diabetes,Diabetes among adults,7.2,Age-adjusted Prevalence,%,Sex,Female
KS,Kansas,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",214.0,Number,Number,Race/Ethnicity,Hispanic
MD,Maryland,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",1.3,Crude Rate,"cases per 100,000",Age,Age 0-44
HI,Hawaii,2020,2020,Diabetes,Diabetes among adults,9.5,Crude Prevalence,%,Overall,Overall
IN,Indiana,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",61.0,Number,Number,Age,Age 45-64
MA,Massachusetts,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",4371.0,Number,Number,Age,Age >=65
IL,Illinois,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",84.0,Number,Number,Age,Age >=65
MD,Maryland,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",105.0,Number,Number,Sex,Male
IL,Illinois,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",1835.0,Number,Number,Race/Ethnicity,Hispanic
KS,Kansas,2020,2020,Diabetes,Diabetes among adults,11.1,Crude Prevalence,%,Overall,Overall
KS,Kansas,2020,2020,Diabetes,Diabetes among adults,3.5,Crude Prevalence,%,Age,Age 18-44
HI,Hawaii,2020,2020,Diabetes,Gestational diabetes among women with a recent live birth,14.0,Crude Prevalence,%,Overall,Overall
MA,Massachusetts,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",26.0,Number,Number,Race/Ethnicity,"Multiracial, non-Hispanic"
MA,Massachusetts,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",46.4,Age-adjusted Rate,"cases per 100,000",Race/Ethnicity,"Asian, non-Hispanic"
ID,Idaho,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",2.4,Crude Rate,"cases per 100,000",Sex,Female
HI,Hawaii,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",90.2,Crude Rate,"cases per 100,000",Race/Ethnicity,"Multiracial, non-Hispanic"
MD,Maryland,2020,2020,Diabetes,Diabetes among adults,12.6,Crude Prevalence,%,Race/Ethnicity,"Black, non-Hispanic"
KS,Kansas,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",71.0,Number,Number,Overall,Overall
MA,Massachusetts,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",1.7,Crude Rate,"cases per 100,000",Overall,Overall
MA,Massachusetts,2020,2020,Diabetes,Diabetes among adults,2.4,Crude Prevalence,%,Age,Age 18-44
IN,Indiana,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",53.0,Number,Number,Race/Ethnicity,"Asian, non-Hispanic"
KY,Kentucky,2020,2020,Diabetes,Diabetes among adults,18.5,Crude Prevalence,%,Race/Ethnicity,"Black, non-Hispanic"
MA,Massachusetts,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",43.8,Age-adjusted Rate,"cases per 100,000",Sex,Female
ID,Idaho,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",125.6,Age-adjusted Rate,"cases per 100,000",Sex,Male
IN,Indiana,2020,2020,Diabetes,Diabetes among adults,23.7,Crude Prevalence,%,Age,Age >=65
ME,Maine,2020,2020,Diabetes,Diabetes among adults,9.6,Age-adjusted Prevalence,%,Sex,Male
MD,Maryland,2020,2020,Diabetes,Gestational diabetes among women with a recent live birth,12.2,Crude Prevalence,%,Overall,Overall
ME,Maine,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",70.8,Age-adjusted Rate,"cases per 100,000",Race/Ethnicity,"White, non-Hispanic"
LA,Louisiana,2020,2020,Diabetes,Diabetes among adults,18.8,Age-adjusted Prevalence,%,Race/Ethnicity,"Black, non-Hispanic"
KY,Kentucky,2020,2020,Diabetes,Gestational diabetes among women with a recent live birth,10.7,Crude Prevalence,%,Overall,Overall
KY,Kentucky,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",191.0,Number,Number,Overall,Overall
KS,Kansas,2020,2020,Diabetes,Diabetes among adults,10.4,Age-adjusted Prevalence,%,Sex,Male
IA,Iowa,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",24.0,Number,Number,Sex,Female
IL,Illinois,2020,2020,Diabetes,Diabetes among adults,11.4,Crude Prevalence,%,Sex,Male
HI,Hawaii,2020,2020,Diabetes,Diabetes among adults,10.7,Age-adjusted Prevalence,%,Race/Ethnicity,"Asian, non-Hispanic"
KS,Kansas,2020,2020,Diabetes,Diabetes among adults,10.5,Crude Prevalence,%,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic"
KS,Kansas,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",130.4,Crude Rate,"cases per 100,000",Sex,Male
MD,Maryland,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",133.1,Crude Rate,"cases per 100,000",Overall,Overall
ID,Idaho,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",45.0,Number,Number,Age,Age 0-44
LA,Louisiana,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",85.3,Age-adjusted Rate,"cases per 100,000",Race/Ethnicity,"White, non-Hispanic"
KY,Kentucky,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",8187.0,Number,Number,Overall,Overall
LA,Louisiana,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",69.7,Crude Rate,"cases per 100,000",Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic"
IL,Illinois,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",30.0,Number,Number,Race/Ethnicity,Hispanic
IL,Illinois,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",2999.0,Number,Number,Age,Age 45-64
KS,Kansas,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",38.5,Crude Rate,"cases per 100,000",Race/Ethnicity,"Asian, non-Hispanic"
LA,Louisiana,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",129.2,Age-adjusted Rate,"cases per 100,000",Sex,Male
KY,Kentucky,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",172.0,Number,Number,Race/Ethnicity,"White, non-Hispanic"
MD,Maryland,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",90.0,Number,Number,Sex,Female
IN,Indiana,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",107.8,Age-adjusted Rate,"cases per 100,000",Overall,Overall
IN,Indiana,2020,2020,Diabetes,Diabetes among adults,10.0,Age-adjusted Prevalence,%,Race/Ethnicity,"White, non-Hispanic"
IL,Illinois,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",386.0,Number,Number,Age,Age 0-44
MA,Massachusetts,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",107.3,Age-adjusted Rate,"cases per 100,000",Race/Ethnicity,"Black, non-Hispanic"
HI,Hawaii,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",347.9,Crude Rate,"cases per 100,000",Age,Age >=65
IL,Illinois,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",7868.0,Number,Number,Sex,Male
IN,Indiana,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",160.0,Crude Rate,"cases per 100,000",Race/Ethnicity,"Black, non-Hispanic"
KY,Kentucky,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",4.6,Crude Rate,"cases per 100,000",Race/Ethnicity,"White, non-Hispanic"
MA,Massachusetts,2020,2020,Diabetes,Gestational diabetes among women with a recent live birth,16.4,Crude Prevalence,%,Race/Ethnicity,"Black, non-Hispanic"
LA,Louisiana,2020,2020,Diabetes,Gestational diabetes among women with a recent live birth,9.4,Crude Prevalence,%,Race/Ethnicity,"White, non-Hispanic"
IL,Illinois,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",525.0,Number,Number,Race/Ethnicity,"Asian, non-Hispanic"
HI,Hawaii,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",47.9,Age-adjusted Rate,"cases per 100,000",Race/Ethnicity,"Asian, non-Hispanic"
IL,Illinois,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",262.0,Number,Number,Overall,Overall
HI,Hawaii,2020,2020,Diabetes,Gestational diabetes among women with a recent live birth,15.3,Crude Prevalence,%,Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic"
IA,Iowa,2020,2020,Diabetes,Diabetes among adults,9.7,Crude Prevalence,%,Race/Ethnicity,"White, non-Hispanic"
IN,Indiana,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",256.0,Number,Number,Race/Ethnicity,Hispanic
HI,Hawaii,2020,2020,Diabetes,Diabetes among adults,9.0,Crude Prevalence,%,Race/Ethnicity,Hispanic
KS,Kansas,2020,2020,Diabetes,Diabetes among adults,9.5,Crude Prevalence,%,Race/Ethnicity,"Multiracial, non-Hispanic"
KS,Kansas,2020,2020,Diabetes,Diabetes among adults,17.2,Age-adjusted Prevalence,%,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic"
IN,Indiana,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",4916.0,Number,Number,Sex,Male
IA,Iowa,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",107.4,Age-adjusted Rate,"cases per 100,000",Race/Ethnicity,"White, non-Hispanic"
KS,Kansas,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",70.0,Age-adjusted Rate,"cases per 100,000",Sex,Female
LA,Louisiana,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",91.5,Age-adjusted Rate,"cases per 100,000",Sex,Female
MA,Massachusetts,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",1.5,Age-adjusted Rate,"cases per 100,000",Overall,Overall
IN,Indiana,2020,2020,Diabetes,Diabetes among adults,10.5,Crude Prevalence,%,Race/Ethnicity,Hispanic
LA,Louisiana,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",64.6,Age-adjusted Rate,"cases per 100,000",Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic"
LA,Louisiana,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",21.0,Number,Number,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic"
LA,Louisiana,2020,2020,Diabetes,Diabetes among adults,13.6,Crude Prevalence,%,Overall,Overall
IN,Indiana,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",43.0,Number,Number,Age,Age 0-44
ID,Idaho,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",22.0,Number,Number,Sex,Female
HI,Hawaii,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",62.5,Crude Rate,"cases per 100,000",Race/Ethnicity,"White, non-Hispanic"
IN,Indiana,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",103.0,Age-adjusted Rate,"cases per 100,000",Race/Ethnicity,"White, non-Hispanic"
KY,Kentucky,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",182.9,Crude Rate,"cases per 100,000",Overall,Overall
IL,Illinois,2020,2020,Diabetes,Gestational diabetes among women with a recent live birth,11.0,Crude Prevalence,%,Overall,Overall
MD,Maryland,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",119.2,Crude Rate,"cases per 100,000",Sex,Female
ME,Maine,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",23.0,Number,Number,Age,Age 0-44
HI,Hawaii,2020,2020,Diabetes,Diabetes among adults,16.1,Age-adjusted Prevalence,%,Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic"
IA,Iowa,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",212.8,Age-adjusted Rate,"cases per 100,000",Race/Ethnicity,"Black, non-Hispanic"
KY,Kentucky,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",188.0,Crude Rate,"cases per 100,000",Race/Ethnicity,"Black, non-Hispanic"
LA,Louisiana,2020,2020,Diabetes,Gestational diabetes among women with a recent live birth,9.9,Crude Prevalence,%,Overall,Overall
KS,Kansas,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",265.0,Number,Number,Race/Ethnicity,"Black, non-Hispanic"
KY,Kentucky,2020,2020,Diabetes,Diabetes among adults,19.8,Crude Prevalence,%,Age,Age 45-64
LA,Louisiana,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",4.0,Age-adjusted Rate,"cases per 100,000",Race/Ethnicity,"Black, non-Hispanic"
MD,Maryland,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",2.1,Age-adjusted Rate,"cases per 100,000",Race/Ethnicity,"White, non-Hispanic"
LA,Louisiana,2020,2020,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",55.0,Number,Number,Sex,Male
HI,Hawaii,2020,2020,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",104.9,Crude Rate,"cases per 100,000",Sex,Male
